
1586684138.669455,82, 8, 211, 198, 74, 8.879999999999999
1586684138.723676,82, 8, 210, 188, 74, 8.879999999999999
1586684138.766403,81, 9, 207, 198, 72, 8.640000000000001
1586684138.814052,80, 8, 208, 189, 72, 8.640000000000001
1586684138.860485,81, 8, 211, 188, 73, 8.76
1586684138.905077,80, 8, 214, 194, 72, 8.640000000000001
1586684138.946017,79, 8, 194, 187, 71, 8.52
1586684138.993751,67, 11, 219, 194, 56, 6.72
1586684139.043618,61, 56, 193, 196, 5, 0.6
1586684139.087131,80, 64, 198, 199, 16, 1.92
1586684139.133083,81, 72, 212, 204, 9, 1.08
1586684139.175809,81, 73, 196, 194, 8, 0.96
1586684139.22028,82, 73, 203, 190, 9, 1.08
1586684139.264516,83, 73, 199, 200, 10, 1.2
1586684139.305234,82, 73, 183, 186, 9, 1.08
1586684139.350548,82, 72, 210, 205, 10, 1.2
1586684139.39672,81, 74, 204, 208, 7, 0.84
1586684139.443775,67, 73, 197, 199, -6, -0.7199999999999999
1586684139.49476,67, 74, 211, 207, -7, -0.84
1586684139.538834,77, 77, 192, 187, 0, 0.0
1586684139.588866,14, 77, 201, 212, -63, -7.56
1586684139.632361,73, 77, 187, 204, -4, -0.48
1586684139.678922,13, 78, 193, 205, -65, -7.8
1586684139.725138,71, 78, 202, 214, -7, -0.84
1586684139.7759,11, 74, 189, 196, -63, -7.56
1586684139.82203,67, 73, 194, 193, -6, -0.7199999999999999
1586684139.864491,10, 73, 197, 205, -63, -7.56
1586684139.915173,72, 72, 198, 219, 0, 0.0
1586684139.956404,14, 74, 197, 190, -60, -7.199999999999999
1586684140.00203,11, 74, 190, 220, -63, -7.56
1586684140.049636,18, 75, 200, 191, -57, -6.84
1586684140.095839,9, 77, 193, 209, -68, -8.16
1586684140.142543,79, 78, 188, 210, 1, 0.12
1586684140.185295,69, 76, 197, 201, -7, -0.84
1586684140.225788,65, 74, 207, 206, -9, -1.08
1586684140.274011,75, 74, 186, 188, 1, 0.12
1586684140.325113,69, 72, 208, 199, -3, -0.36
1586684140.374932,78, 73, 196, 190, 5, 0.6
1586684140.419731,76, 73, 197, 202, 3, 0.36
1586684140.466553,74, 74, 214, 211, 0, 0.0
1586684140.517593,56, 75, 188, 198, -19, -2.28
1586684140.57519,53, 75, 202, 201, -22, -2.64
1586684140.626451,63, 74, 195, 209, -11, -1.32
1586684140.675912,31, 73, 201, 212, -42, -5.04
1586684140.720582,59, 73, 194, 196, -14, -1.68
1586684140.775974,26, 73, 192, 182, -47, -5.64
1586684140.825304,31, 74, 194, 140, -43, -5.16
1586684140.878975,79, 73, 178, 184, 6, 0.7199999999999999
1586684140.92522,80, 75, 195, 196, 5, 0.6
1586684140.974439,79, 75, 185, 220, 4, 0.48
1586684141.025216,81, 76, 188, 206, 5, 0.6
1586684141.075223,81, 76, 204, 227, 5, 0.6
1586684141.124453,81, 75, 188, 217, 6, 0.7199999999999999
1586684141.174503,83, 74, 189, 199, 9, 1.08
1586684141.216457,83, 75, 204, 174, 8, 0.96
1586684141.2626,82, 74, 195, 195, 8, 0.96
1586684141.305819,82, 74, 194, 196, 8, 0.96
1586684141.354942,80, 73, 221, 176, 7, 0.84
1586684141.404951,62, 73, 207, 196, -11, -1.32
1586684141.455397,59, 64, 197, 198, -5, -0.6
1586684141.506569,39, 56, 192, 219, -17, -2.04
1586684141.555456,40, 54, 196, 176, -14, -1.68
1586684141.604597,40, 40, 176, 192, 0, 0.0
1586684141.652319,40, 36, 202, 189, 4, 0.48
1586684141.703768,40, 36, 195, 242, 4, 0.48
1586684141.746433,40, 36, 196, 191, 4, 0.48
1586684141.792487,39, 36, 205, 174, 3, 0.36
1586684141.837895,38, 36, 186, 268, 2, 0.24
1586684141.882414,38, 36, 209, 158, 2, 0.24
1586684141.926058,38, 36, 182, 225, 2, 0.24
1586684141.970701,38, 37, 205, 180, 1, 0.12
1586684142.02519,38, 37, 160, 124, 1, 0.12
1586684142.07336,37, 36, 198, 355, 1, 0.12
1586684142.115223,37, 36, 286, 179, 1, 0.12
1586684142.164644,38, 36, 222, 126, 2, 0.24
1586684142.207785,38, 36, 193, 219, 2, 0.24
1586684142.255151,37, 35, 211, 191, 2, 0.24
1586684142.302375,38, 36, 147, 206, 2, 0.24
1586684142.355213,37, 36, 173, 190, 1, 0.12
1586684142.397722,37, 35, 184, 207, 2, 0.24
1586684142.446389,38, 35, 220, 189, 3, 0.36
1586684142.509448,38, 34, 246, 194, 4, 0.48
1586684142.564993,38, 36, 163, 232, 2, 0.24
1586684142.615373,37, 35, 223, 181, 2, 0.24
1586684142.698389,38, 35, 211, 210, 3, 0.36
1586684142.740416,38, 35, 203, 197, 3, 0.36
1586684142.793691,38, 35, 
